config_name,llm,question_id,question_type,question,answer,manual_score
Config_C_second_llm_only,groq/openai/gpt-oss-120b,24,in_domain,What is diabetes and what causes high blood glucose levels?,"Diabetes is a chronic disorder in which the body cannot use glucose properly because insulin is missing, insufficient, or not processed correctly. In type I (insulin‑dependent) diabetes the pancreas produces little or no insulin, while in type II (non‑insulin‑dependent) the body’s cells become resistant to insulin and the insulin level may be low or high [Source 1].  

High blood‑glucose levels result when glucose cannot enter cells, so the body compensates by making even more glucose (gluconeogenesis) and the excess remains in the bloodstream. This can occur because of inadequate insulin, insulin resistance, or other factors that prevent normal glucose utilization [Source 1][Source 3].",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,25,in_domain,What are the two major types of diabetes?,"The two major types of diabetes are:

1. **Insulin‑dependent diabetes (Type I)** – requires insulin treatment.  
2. **Non‑insulin‑dependent diabetes (Type II)** – usually managed with diet, exercise, and oral medications, though insulin may be needed later.  

[Source 1] lines describing the two types.",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,26,in_domain,How does insulin function in the body?,"Insulin is the hormone that allows glucose to enter cells. Without insulin, cells cannot adequately use glucose, so the body attempts to make more glucose (via gluconeogenesis), causing blood‑sugar to rise [Source 1].",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,27,in_domain,What are the different types of cardiovascular diseases?,"The main categories of cardiovascular disease listed are:

- Coronary heart disease  
- Angina  
- Stroke  
- Rheumatic heart disease  
- Congenital heart disease  
- Peripheral arterial disease  
- Aortic aneurysm and dissection  
- Deep‑vein thrombosis  
- Other, less‑common cardiovascular diseases  

These types are enumerated in the typology section of the RAND overview of cardiovascular disease【Source 1】.",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,28,in_domain,What are the major risk factors of cardiovascular disease?,"The major risk factors for cardiovascular disease (CVD) identified in the documents are:

- **Smoking** – a powerful independent risk factor that roughly doubles the risk of coronary heart disease and sudden cardiac death【Source 2】.  
- **Physical inactivity** – reduces cholesterol, increases obesity and weakens the heart’s ability to pump blood【Source 1】.  
- **Unhealthy diet / poor nutrition** – high intake of fat, sugar and salt raises cholesterol, blood pressure and diabetes risk【Source 1】.  
- **Alcohol consumption** – low levels may be protective, but high levels increase CHD and stroke risk【Source 1】.  
- **Obesity** – especially central (waist) fat, raises blood pressure, cholesterol, triglycerides and diabetes risk【Source 5】.  
- **Diabetes (type I and type II)** – raises cholesterol, hypertension and atherosclerosis, markedly increasing CVD risk【Source 3】.  
- **High blood pressure (hypertension)** – stresses the heart and blood vessels, leading to heart attacks and stroke【Source 3】.  
- **High LDL cholesterol** – promotes fatty deposits and atherosclerosis in blood vessels【Source 3】.  
- **Low socio‑economic status** – associated with higher rates of smoking, poor diet, inactivity and obesity, all of which raise CVD risk【Source 4】.",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,29,in_domain,What is the global impact of cardiovascular disease?,"Cardiovascular disease (CVD) is the world’s leading health burden.  It accounts for roughly 17 million deaths each year, making it the single largest contributor to the 57 million deaths recorded by WHO in 2002 – more deaths than cancer and HIV combined【Source 2†L1-L4】.  CVD also represents a major share of disability: it accounts for about 10.4 % of global DALYs lost today and is projected to rise to 11.6 % by 2030【Source 1†L12-L13】, with 18 % of all DALYs lost in high‑income countries (and 10 % in low‑ and middle‑income countries) attributed to CVD【Source 2†L13-L15】.  The disease’s economic impact is huge; in the United States alone the cost of CVD was estimated at over $400 billion in 2006【Source 1†L24-L26】.  Together, these figures show that CVD is the foremost cause of death and disability worldwide and a substantial economic burden.",-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,30,trap,What are the latest AI techniques used in cancer diagnosis in 2024?,I cannot find this information in the provided documents.,-1.0
Config_C_second_llm_only,,31,trap,What is the exact cure for diabetes mentioned in the document?,"ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01kgeppvbke7j98xdre8zzpwk4` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 4685, Requested 3591. Please try again in 2.07s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",
Config_C_second_llm_only,groq/openai/gpt-oss-120b,32,trap,What are WHO guidelines for COVID-19 vaccination in 2023?,I cannot find this information in the provided documents.,-1.0
Config_C_second_llm_only,groq/openai/gpt-oss-120b,33,trap,Which country has the highest cardiovascular disease rate according to the document?,I cannot find this information in the provided documents.,-1.0
